,type,sms,processedSMS,filteredSMS
950,1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,dear u invit xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342 2land row w1j6hl ldn 18 yr,"['dear', 'u', 'invit', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688', '150p', 'msgrcvdhg', 'suite342', '2land', 'row', 'w1j6hl', 'ldn', '18', 'yr']"
951,1,Congratulations ur awarded either  500 of CD gift vouchers & Free entry 2 our  100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,congratul ur award either 500 cd gift voucher free entri 2 100 weekli draw txt music 87066 tnc www ldew com 1 win150ppmx3age16,"['congratul', 'ur', 'award', 'either', '500', 'cd', 'gift', 'voucher', 'free', 'entri', '2', '100', 'weekli', 'draw', 'txt', 'music', '87066', 'tnc', 'www', 'ldew', 'com', '1', 'win150ppmx3age16']"
952,1,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sale arsen dartboard good condit doubl trebl,"['sale', 'arsen', 'dartboard', 'good', 'condit', 'doubl', 'trebl']"
953,1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or  250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod 250 cash everi wk txt pod 84128 ts cs www textpod net custcar 08712405020,"['free', '1st', 'week', 'entri', '2', 'textpod', '4', 'chanc', '2', 'win', '40gb', 'ipod', '250', 'cash', 'everi', 'wk', 'txt', 'pod', '84128', 'ts', 'cs', 'www', 'textpod', 'net', 'custcar', '08712405020']"
954,1,As a registered optin subscriber ur draw 4  100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,regist optin subscrib ur draw 4 100 gift voucher enter receipt correct an 80062 what no1 bbc chart,"['regist', 'optin', 'subscrib', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'enter', 'receipt', 'correct', 'an', '80062', 'what', 'no1', 'bbc', 'chart']"
955,1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,summer final fanci chat flirt sexi singl yr area get match repli summer free 2 join optout txt stop help08714742804,"['summer', 'final', 'fanci', 'chat', 'flirt', 'sexi', 'singl', 'yr', 'area', 'get', 'match', 'repli', 'summer', 'free', '2', 'join', 'optout', 'txt', 'stop', 'help08714742804']"
956,1,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls  1/minmoremobsEMSPOBox45PO139WA,clair havin borin time alon u wan na cum 2nite chat 09099725823 hope 2 c u luv clair xx call 1 minmoremobsemspobox45po139wa,"['clair', 'havin', 'borin', 'time', 'alon', 'u', 'wan', 'na', 'cum', '2nite', 'chat', '09099725823', 'hope', '2', 'c', 'u', 'luv', 'clair', 'xx', 'call', '1', 'minmoremobsemspobox45po139wa']"
957,1,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,bought one rington get text cost 3 pound offer tone etc,"['bought', 'one', 'rington', 'get', 'text', 'cost', '3', 'pound', 'offer', 'tone', 'etc']"
958,1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a  2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",09066362231 urgent mobil 07xxxxxxxxx 2 000 bonu caller prize 02 06 03 2nd attempt reach call 09066362231 asap,"['09066362231', 'urgent', 'mobil', '07xxxxxxxxx', '2', '000', 'bonu', 'caller', 'prize', '02', '06', '03', '2nd', 'attempt', 'reach', 'call', '09066362231', 'asap']"
959,1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a  500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",07801543489 guarante latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 tc llc ny usa 150p mt msgrcvd18,"['07801543489', 'guarante', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '500', 'prize', 'txt', 'word', 'collect', '83355', 'tc', 'llc', 'ny', 'usa', '150p', 'mt', 'msgrcvd18']"
960,1,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls  1/minMobsmoreLKPOBOX177HP51FL,hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg 2day 09099726395 luci x call 1 minmobsmorelkpobox177hp51fl,"['hi', 'luci', 'hubbi', 'meetin', 'day', 'fri', 'b', 'alon', 'hotel', 'u', 'fanci', 'cumin', 'pl', 'leav', 'msg', '2day', '09099726395', 'luci', 'x', 'call', '1', 'minmobsmorelkpobox177hp51fl']"
961,1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",account credit 500 free text messag activ txt word credit 80488 cs www 80488 biz,"['account', 'credit', '500', 'free', 'text', 'messag', 'activ', 'txt', 'word', 'credit', '80488', 'cs', 'www', '80488', 'biz']"
962,1,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",sm ac jsco energi high u may know 2channel 2day ur leadership skill r strong psychic repli an w question end repli end jsco,"['sm', 'ac', 'jsco', 'energi', 'high', 'u', 'may', 'know', '2channel', '2day', 'ur', 'leadership', 'skill', 'r', 'strong', 'psychic', 'repli', 'an', 'w', 'question', 'end', 'repli', 'end', 'jsco']"
963,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,"['hot', 'live', 'fantasi', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'nation', 'rate', 'call']"
964,1,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,thank vote sing along star karaok mobil free link repli sing,"['thank', 'vote', 'sing', 'along', 'star', 'karaok', 'mobil', 'free', 'link', 'repli', 'sing']"
965,1,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist,"['brand', 'new', 'mobil', 'music', 'servic', 'live', 'free', 'music', 'player', 'arriv', 'shortli', 'instal', 'phone', 'brows', 'content', 'top', 'artist']"
966,1,"URGENT! Your Mobile No was awarded a  2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",urgent mobil award 2 000 bonu caller prize 1 08 03 2nd attempt contact call 0871 4719 523 box95qu bt nation rate,"['urgent', 'mobil', 'award', '2', '000', 'bonu', 'caller', 'prize', '1', '08', '03', '2nd', 'attempt', 'contact', 'call', '0871', '4719', '523', 'box95qu', 'bt', 'nation', 'rate']"
967,1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,nokia 7250i get win free auction take part send nokia 86021 hg suite342 2land row w1jhl 16,"['nokia', '7250i', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', '86021', 'hg', 'suite342', '2land', 'row', 'w1jhl', '16']"
968,1,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",hello orang 1 month free access game news sport plu 10 free text 20 photo messag repli ye term appli www orang co uk ow,"['hello', 'orang', '1', 'month', 'free', 'access', 'game', 'news', 'sport', 'plu', '10', 'free', 'text', '20', 'photo', 'messag', 'repli', 'ye', 'term', 'appli', 'www', 'orang', 'co', 'uk', 'ow']"
969,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,ur cash balanc current 500 pound maxim ur cash send go 86688 150p msg cc 08718720201 hg suite342 2land row w1j6hl,"['ur', 'cash', 'balanc', 'current', '500', 'pound', 'maxim', 'ur', 'cash', 'send', 'go', '86688', '150p', 'msg', 'cc', '08718720201', 'hg', 'suite342', '2land', 'row', 'w1j6hl']"
970,1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hg suite342 2land row w1j6hl,"['sm', 'auction', 'brand', 'new', 'nokia', '7250', '4', 'auction', 'today', 'auction', 'free', '2', 'join', 'take', 'part', 'txt', 'nokia', '86021', 'hg', 'suite342', '2land', 'row', 'w1j6hl']"
971,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,privat 2003 account statement show 800 un redeem point call 08719899230 identifi code 41685 expir 07 11 04,"['privat', '2003', 'account', 'statement', 'show', '800', 'un', 'redeem', 'point', 'call', '08719899230', 'identifi', 'code', '41685', 'expir', '07', '11', '04']"
972,1,As a Registered Subscriber yr draw 4 a  100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,regist subscrib yr draw 4 100 gift voucher b enter receipt correct an next olymp txt an 80062,"['regist', 'subscrib', 'yr', 'draw', '4', '100', 'gift', 'voucher', 'b', 'enter', 'receipt', 'correct', 'an', 'next', 'olymp', 'txt', 'an', '80062']"
973,1,URGENT! Your Mobile number has been awarded with a  2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobil number award 2000 prize guarante call 09061790121 land line claim 3030 valid 12hr 150ppm,"['urgent', 'mobil', 'number', 'award', '2000', 'prize', 'guarante', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hr', '150ppm']"
974,1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,rt king pro video club need help info ringtonek co uk call 08701237397 must 16 club credit redeem www ringtonek co uk enjoy,"['rt', 'king', 'pro', 'video', 'club', 'need', 'help', 'info', 'ringtonek', 'co', 'uk', 'call', '08701237397', 'must', '16', 'club', 'credit', 'redeem', 'www', 'ringtonek', 'co', 'uk', 'enjoy']"
975,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,u secret admir look 2 make contact u find r reveal think ur special call 09058094599,"['u', 'secret', 'admir', 'look', '2', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'call', '09058094599']"
976,1,500 free text msgs. Just text ok to 80488 and we'll credit your account,500 free text msg text ok 80488 credit account,"['500', 'free', 'text', 'msg', 'text', 'ok', '80488', 'credit', 'account']"
977,1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth  350! To Claim, Call London 02072069400. Bx 526, SW73SS",select stay 1 250 top british hotel noth holiday worth 350 claim call london 02072069400 bx 526 sw73ss,"['select', 'stay', '1', '250', 'top', 'british', 'hotel', 'noth', 'holiday', 'worth', '350', 'claim', 'call', 'london', '02072069400', 'bx', '526', 'sw73ss']"
978,1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight www getz co uk pobox36504w45wq 150p,"['eeri', 'nokia', 'tone', '4u', 'rpli', 'tone', 'titl', '8007', 'eg', 'tone', 'dracula', '8007', 'titl', 'ghost', 'addamsfa', 'munster', 'exorcist', 'twilight', 'www', 'getz', 'co', 'uk', 'pobox36504w45wq', '150p']"
979,1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",0a network allow compani bill sm respons supplier,"['0a', 'network', 'allow', 'compani', 'bill', 'sm', 'respons', 'supplier']"
980,1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,freemsg feelin kinda lnli hope u like 2 keep compani jst got cam mobi wan na c pic txt repli date 82242 msg150p 2rcv hlp 08712317606 stop 82242,"['freemsg', 'feelin', 'kinda', 'lnli', 'hope', 'u', 'like', '2', 'keep', 'compani', 'jst', 'got', 'cam', 'mobi', 'wan', 'na', 'c', 'pic', 'txt', 'repli', 'date', '82242', 'msg150p', '2rcv', 'hlp', '08712317606', 'stop', '82242']"
981,1,"For ur chance to win a  250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",ur chanc win 250 cash everi wk txt action 80608 c www movietrivia tv custcar 08712405022 1x150p wk,"['ur', 'chanc', 'win', '250', 'cash', 'everi', 'wk', 'txt', 'action', '80608', 'c', 'www', 'movietrivia', 'tv', 'custcar', '08712405022', '1x150p', 'wk']"
982,1,RGENT! This is the 2nd attempt to contact U!U have WON  1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max  7. 50,rgent 2nd attempt contact u u 1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari max 7 50,"['rgent', '2nd', 'attempt', 'contact', 'u', 'u', '1250', 'call', '09071512433', 'b4', '050703', 'csbcm4235wc1n3xx', 'callcost', '150ppm', 'mobilesvari', 'max', '7', '50']"
983,1,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls  1/minMobsmoreLKPOBOX177HP51FL,hi ur lookin 4 sauci daytim fun wiv busti marri woman free next week chat 2 sort time 09099726429 janinexx call 1 minmobsmorelkpobox177hp51fl,"['hi', 'ur', 'lookin', '4', 'sauci', 'daytim', 'fun', 'wiv', 'busti', 'marri', 'woman', 'free', 'next', 'week', 'chat', '2', 'sort', 'time', '09099726429', 'janinexx', 'call', '1', 'minmobsmorelkpobox177hp51fl']"
984,1,URGENT! We are trying to contact U. Todays draw shows that you have won a  800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,urgent tri contact u today draw show 800 prize guarante call 09050001295 land line claim a21 valid 12hr,"['urgent', 'tri', 'contact', 'u', 'today', 'draw', 'show', '800', 'prize', 'guarante', 'call', '09050001295', 'land', 'line', 'claim', 'a21', 'valid', '12hr']"
985,1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,monthli password wap mobsi com 391784 use wap phone pc,"['monthli', 'password', 'wap', 'mobsi', 'com', '391784', 'use', 'wap', 'phone', 'pc']"
986,1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a  350 award. If your number matches please call 09063442151 to claim your  350 award,today vodafon number end 0089 last four digit select receiv 350 award number match pleas call 09063442151 claim 350 award,"['today', 'vodafon', 'number', 'end', '0089', 'last', 'four', 'digit', 'select', 'receiv', '350', 'award', 'number', 'match', 'pleas', 'call', '09063442151', 'claim', '350', 'award']"
987,1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top rington sub weekli rington get 1st week free send subpoli 81618 3 per week stop sm 08718727870,"['free', 'top', 'rington', 'sub', 'weekli', 'rington', 'get', '1st', 'week', 'free', 'send', 'subpoli', '81618', '3', 'per', 'week', 'stop', 'sm', '08718727870']"
988,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277.  1.50 SP:Tyrone,sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr 82277 1 50 sp tyron,"['sunshin', 'quiz', 'wkli', 'q', 'win', 'top', 'soni', 'dvd', 'player', 'u', 'know', 'countri', 'algarv', 'txt', 'ansr', '82277', '1', '50', 'sp', 'tyron']"
989,1,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",free msg sorri servic order 81303 could deliv suffici credit pleas top receiv servic,"['free', 'msg', 'sorri', 'servic', 'order', '81303', 'could', 'deliv', 'suffici', 'credit', 'pleas', 'top', 'receiv', 'servic']"
990,1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live 121 chat 60p min choos girl connect live call 09094646899 cheap chat uk biggest live servic vu bcm1896wc1n3xx,"['hard', 'live', '121', 'chat', '60p', 'min', 'choos', 'girl', 'connect', 'live', 'call', '09094646899', 'cheap', 'chat', 'uk', 'biggest', 'live', 'servic', 'vu', 'bcm1896wc1n3xx']"
991,1,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,wow boy r back take 2007 uk tour win vip ticket pre book vip club txt club 81303 trackmarqu ltd info vipclub4u,"['wow', 'boy', 'r', 'back', 'take', '2007', 'uk', 'tour', 'win', 'vip', 'ticket', 'pre', 'book', 'vip', 'club', 'txt', 'club', '81303', 'trackmarqu', 'ltd', 'info', 'vipclub4u']"
